,date,Country,Businesses_R&D expenditure,Businesses_product development,Consulting Firms_innovation management,Consulting Firms_innovation strategy,Government agencies_government grants,Government agencies_research funding,Innovation Hubs_startup incubation,Innovation Hubs_technology park,Patent Attorneys_patent attorney,Patent Attorneys_patent registration,R&D Employees_R&D jobs,Research Institutions_collaboration with industry,Research Institutions_research grant,Tax Authorities_R&D tax credit,VCs_VC investment,VCs_startup funding,Year,Month,Businesses_R&D expenditure_mean_YTD,Businesses_product development_mean_YTD,Consulting Firms_innovation management_mean_YTD,Consulting Firms_innovation strategy_mean_YTD,Government agencies_government grants_mean_YTD,Government agencies_research funding_mean_YTD,Innovation Hubs_startup incubation_mean_YTD,Innovation Hubs_technology park_mean_YTD,Patent Attorneys_patent attorney_mean_YTD,Patent Attorneys_patent registration_mean_YTD,R&D Employees_R&D jobs_mean_YTD,Research Institutions_collaboration with industry_mean_YTD,Research Institutions_research grant_mean_YTD,Tax Authorities_R&D tax credit_mean_YTD,VCs_VC investment_mean_YTD,VCs_startup funding_mean_YTD
551,2009-09-01,US,19.0,45.0,0.0,18.0,38.0,36.0,0.0,54.0,65.0,13.0,13.0,47.0,47.0,7.0,0.0,0.0,2009,9,1.5,45.375,0.0,21.5,55.0,39.125,0.0,49.875,57.75,15.75,28.75,5.25,48.75,18.375,0.0,0.0
546,2009-09-01,CN,,0.0,0.0,0.0,,,,,,,,,,,,,2009,9,,0.0,1.375,0.0,,,,,,,,,,,,
545,2009-09-01,CH,,13.0,,0.0,,,,,0.0,,,,13.0,,,,2009,9,,12.0,,9.5,,,,,9.0,,,,4.5,,,
544,2009-09-01,CA,,0.0,,,63.0,0.0,,0.0,13.0,0.0,42.0,,,9.0,0.0,0.0,2009,9,,0.0,,,79.875,0.0,,19.375,13.625,3.25,8.75,,,1.0,0.0,1.375
547,2009-09-01,DE,,0.0,25.0,0.0,0.0,10.0,,0.0,13.0,,0.0,,0.0,,0.0,0.0,2009,9,,0.0,25.625,5.875,0.0,8.875,,0.0,8.875,,0.0,,5.75,,4.375,2.125
552,2009-10-01,CA,,0.0,,,59.0,0.0,,26.0,12.0,0.0,0.0,,,13.0,0.0,0.0,2009,10,,0.0,,,78.0,0.0,,17.22222222222222,13.555555555555555,2.888888888888889,12.444444444444445,,,1.8888888888888888,0.0,1.2222222222222223
553,2009-10-01,CH,,0.0,,9.0,,,,,0.0,,,,7.0,,,,2009,10,,12.11111111111111,,8.444444444444445,,,,,8.0,,,,5.444444444444445,,,
554,2009-10-01,CN,,0.0,1.0,0.0,,,,,,,,,,,,,2009,10,,0.0,1.2222222222222223,0.0,,,,,,,,,,,,
555,2009-10-01,DE,,0.0,36.0,0.0,0.0,8.0,,0.0,7.0,,0.0,,7.0,,0.0,0.0,2009,10,,0.0,25.555555555555557,5.222222222222222,0.0,9.0,,0.0,9.333333333333334,,0.0,,5.111111111111111,,3.888888888888889,1.8888888888888888
556,2009-10-01,GB,0.0,24.0,0.0,0.0,52.0,0.0,,41.0,20.0,6.0,,,31.0,0.0,0.0,0.0,2009,10,0.0,25.444444444444443,0.0,0.0,58.0,0.0,,42.22222222222222,22.88888888888889,5.666666666666667,,,21.22222222222222,0.0,4.888888888888889,0.0
557,2009-10-01,JP,,0.0,0.0,0.0,,0.0,,0.0,24.0,,,,12.0,,,0.0,2009,10,,0.0,0.0,4.111111111111111,,0.0,,0.0,6.555555555555555,,,,4.888888888888889,,,3.2222222222222223
558,2009-10-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,27.0,0.0,0.0,0.0,2009,10,,12.333333333333334,,1.7777777777777777,,0.0,,0.0,,4.444444444444445,,,2.7777777777777777,0.0,5.777777777777778,0.0
559,2009-10-01,US,15.0,50.0,0.0,34.0,33.0,36.0,0.0,41.0,58.0,14.0,12.0,24.0,46.0,9.0,0.0,0.0,2009,10,3.4444444444444446,45.333333333333336,0.0,21.11111111111111,53.111111111111114,38.77777777777778,0.0,50.333333333333336,58.55555555555556,15.444444444444445,27.0,9.88888888888889,48.55555555555556,17.11111111111111,0.0,0.0
567,2009-11-01,US,0.0,44.0,0.0,32.0,28.0,40.0,0.0,46.0,40.0,22.0,17.0,0.0,48.0,7.0,0.0,0.0,2009,11,4.6,45.8,0.0,22.4,51.1,38.5,0.0,49.4,58.5,15.3,25.5,11.3,48.3,16.3,0.0,0.0
566,2009-11-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,11.0,0.0,10.0,0.0,2009,11,,11.1,,1.6,,0.0,,0.0,,4.0,,,5.2,0.0,5.2,0.0
565,2009-11-01,JP,,0.0,0.0,20.0,,0.0,,0.0,0.0,,,,20.0,,,0.0,2009,11,,0.0,0.0,3.7,,0.0,,0.0,8.3,,,,5.6,,,2.9
564,2009-11-01,GB,0.0,31.0,0.0,0.0,57.0,0.0,,44.0,25.0,10.0,,,27.0,0.0,0.0,0.0,2009,11,0.0,25.3,0.0,0.0,57.4,0.0,,42.1,22.6,5.7,,,22.2,0.0,4.4,0.0
563,2009-11-01,DE,,0.0,37.0,28.0,0.0,0.0,,0.0,21.0,,0.0,,0.0,,0.0,0.0,2009,11,,0.0,26.6,4.7,0.0,8.9,,0.0,9.1,,0.0,,5.3,,3.5,1.7
561,2009-11-01,CH,,19.0,,0.0,,,,,14.0,,,,19.0,,,,2009,11,,10.9,,8.5,,,,,7.2,,,,5.6,,,
560,2009-11-01,CA,,0.0,,,50.0,0.0,,35.0,0.0,0.0,0.0,,,5.0,0.0,0.0,2009,11,,0.0,,,76.1,0.0,,18.1,13.4,2.6,11.2,,,3.0,0.0,1.1
562,2009-11-01,CN,,0.0,3.0,0.0,,,,,,,,,,,,,2009,11,,0.0,1.2,0.0,,,,,,,,,,,,
568,2009-12-01,CA,,0.0,,,30.0,0.0,,14.0,0.0,12.0,0.0,,,6.0,0.0,0.0,2009,12,,0.0,,,73.72727272727273,0.0,,19.636363636363637,12.181818181818182,2.3636363636363638,10.181818181818182,,,3.1818181818181817,0.0,1.0
569,2009-12-01,CH,,30.0,,0.0,,,,,0.0,,,,0.0,,,,2009,12,,11.636363636363637,,7.7272727272727275,,,,,7.818181818181818,,,,6.818181818181818,,,
570,2009-12-01,CN,,0.0,3.0,0.0,,,,,,,,,,,,,2009,12,,0.0,1.3636363636363635,0.0,,,,,,,,,,,,
571,2009-12-01,DE,,0.0,22.0,13.0,0.0,0.0,,0.0,7.0,,0.0,,0.0,,0.0,25.0,2009,12,,0.0,27.545454545454547,6.818181818181818,0.0,8.090909090909092,,0.0,10.181818181818182,,0.0,,4.818181818181818,,3.1818181818181817,1.5454545454545454
572,2009-12-01,GB,0.0,32.0,0.0,0.0,55.0,0.0,,26.0,23.0,7.0,,,10.0,0.0,12.0,0.0,2009,12,0.0,25.818181818181817,0.0,0.0,57.36363636363637,0.0,,42.27272727272727,22.818181818181817,6.090909090909091,,,22.636363636363637,0.0,4.0,0.0
573,2009-12-01,JP,,0.0,0.0,0.0,,0.0,,0.0,26.0,,,,7.0,,,10.0,2009,12,,0.0,0.0,5.181818181818182,,0.0,,0.0,7.545454545454546,,,,6.909090909090909,,,2.6363636363636362
574,2009-12-01,KR,,11.0,,15.0,,74.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2009,12,,10.090909090909092,,1.4545454545454546,,0.0,,0.0,,3.6363636363636362,,,5.7272727272727275,0.0,5.636363636363637,0.0
575,2009-12-01,US,0.0,37.0,0.0,22.0,25.0,35.0,0.0,43.0,46.0,12.0,27.0,0.0,34.0,22.0,0.0,0.0,2009,12,4.181818181818182,45.63636363636363,0.0,23.272727272727273,49.0,38.63636363636363,0.0,49.09090909090909,56.81818181818182,15.909090909090908,24.727272727272727,10.272727272727273,48.27272727272727,15.454545454545455,0.0,0.0
581,2010-01-01,JP,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,0.0,2010,1,,,,,,,,,,,,,,,,
582,2010-01-01,KR,,15.0,,6.0,,22.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2010,1,,,,,,,,,,,,,,,,
580,2010-01-01,GB,0.0,25.0,0.0,0.0,100.0,0.0,,45.0,20.0,0.0,,,21.0,0.0,0.0,0.0,2010,1,,,,,,,,,,,,,,,,
583,2010-01-01,US,16.0,47.0,0.0,14.0,33.0,40.0,0.0,44.0,51.0,16.0,21.0,0.0,48.0,16.0,0.0,0.0,2010,1,,,,,,,,,,,,,,,,
578,2010-01-01,CN,,0.0,3.0,0.0,,,,,,,,,,,,,2010,1,,,,,,,,,,,,,,,,
577,2010-01-01,CH,,25.0,,0.0,,,,,0.0,,,,7.0,,,,2010,1,,,,,,,,,,,,,,,,
576,2010-01-01,CA,,0.0,,,55.0,0.0,,17.0,0.0,17.0,13.0,,,0.0,0.0,0.0,2010,1,,,,,,,,,,,,,,,,
579,2010-01-01,DE,,0.0,37.0,9.0,0.0,0.0,,0.0,9.0,,0.0,,4.0,,0.0,0.0,2010,1,,,,,,,,,,,,,,,,
590,2010-02-01,KR,,0.0,,9.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2010,2,,15.0,,6.0,,22.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0
589,2010-02-01,JP,,0.0,0.0,18.0,,0.0,,0.0,21.0,,,,0.0,,,0.0,2010,2,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,0.0
588,2010-02-01,GB,0.0,26.0,0.0,0.0,87.0,0.0,,39.0,30.0,0.0,,,21.0,0.0,8.0,0.0,2010,2,0.0,25.0,0.0,0.0,100.0,0.0,,45.0,20.0,0.0,,,21.0,0.0,0.0,0.0
591,2010-02-01,US,11.0,47.0,0.0,36.0,27.0,31.0,0.0,52.0,52.0,17.0,17.0,0.0,45.0,18.0,0.0,0.0,2010,2,16.0,47.0,0.0,14.0,33.0,40.0,0.0,44.0,51.0,16.0,21.0,0.0,48.0,16.0,0.0,0.0
586,2010-02-01,CN,,0.0,0.0,0.0,,,,,,,,,,,,,2010,2,,0.0,3.0,0.0,,,,,,,,,,,,
585,2010-02-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2010,2,,25.0,,0.0,,,,,0.0,,,,7.0,,,
584,2010-02-01,CA,,0.0,,,45.0,0.0,,32.0,22.0,0.0,0.0,,,11.0,0.0,12.0,2010,2,,0.0,,,55.0,0.0,,17.0,0.0,17.0,13.0,,,0.0,0.0,0.0
587,2010-02-01,DE,,0.0,31.0,0.0,0.0,14.0,,0.0,20.0,,0.0,,6.0,,0.0,0.0,2010,2,,0.0,37.0,9.0,0.0,0.0,,0.0,9.0,,0.0,,4.0,,0.0,0.0
592,2010-03-01,CA,,0.0,,,51.0,0.0,,21.0,36.0,0.0,0.0,,,0.0,0.0,0.0,2010,3,,0.0,,,50.0,0.0,,24.5,11.0,8.5,6.5,,,5.5,0.0,6.0
593,2010-03-01,CH,,18.0,,0.0,,,,,16.0,,,,0.0,,,,2010,3,,12.5,,0.0,,,,,0.0,,,,3.5,,,
594,2010-03-01,CN,,0.0,2.0,0.0,,,,,,,,,,,,,2010,3,,0.0,1.5,0.0,,,,,,,,,,,,
595,2010-03-01,DE,,0.0,23.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,20.0,0.0,2010,3,,0.0,34.0,4.5,0.0,7.0,,0.0,14.5,,0.0,,5.0,,0.0,0.0
596,2010-03-01,GB,0.0,36.0,0.0,0.0,73.0,0.0,,38.0,16.0,10.0,,,26.0,0.0,0.0,0.0,2010,3,0.0,25.5,0.0,0.0,93.5,0.0,,42.0,25.0,0.0,,,21.0,0.0,4.0,0.0
597,2010-03-01,JP,,0.0,0.0,0.0,,0.0,,0.0,32.0,,,,0.0,,,0.0,2010,3,,0.0,0.0,9.0,,0.0,,0.0,10.5,,,,0.0,,,0.0
598,2010-03-01,KR,,24.0,,0.0,,0.0,,0.0,,61.0,,,0.0,0.0,0.0,0.0,2010,3,,7.5,,7.5,,11.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0
599,2010-03-01,US,0.0,51.0,0.0,31.0,26.0,37.0,0.0,49.0,55.0,18.0,48.0,0.0,48.0,22.0,0.0,0.0,2010,3,13.5,47.0,0.0,25.0,30.0,35.5,0.0,48.0,51.5,16.5,19.0,0.0,46.5,17.0,0.0,0.0
605,2010-04-01,JP,,0.0,0.0,0.0,,0.0,,0.0,19.0,,,,15.0,,,0.0,2010,4,,0.0,0.0,6.0,,0.0,,0.0,17.666666666666668,,,,0.0,,,0.0
606,2010-04-01,KR,,13.0,,0.0,,0.0,,0.0,,0.0,,,12.0,0.0,0.0,0.0,2010,4,,13.0,,5.0,,7.333333333333333,,0.0,,20.333333333333332,,,0.0,0.0,0.0,0.0
604,2010-04-01,GB,0.0,34.0,0.0,0.0,64.0,0.0,,45.0,18.0,19.0,,,26.0,0.0,0.0,0.0,2010,4,0.0,29.0,0.0,0.0,86.66666666666667,0.0,,40.666666666666664,22.0,3.3333333333333335,,,22.666666666666668,0.0,2.6666666666666665,0.0
607,2010-04-01,US,17.0,49.0,0.0,32.0,26.0,37.0,0.0,53.0,50.0,10.0,43.0,0.0,43.0,30.0,0.0,0.0,2010,4,9.0,48.333333333333336,0.0,27.0,28.666666666666668,36.0,0.0,48.333333333333336,52.666666666666664,17.0,28.666666666666668,0.0,47.0,18.666666666666668,0.0,0.0
602,2010-04-01,CN,,0.0,2.0,0.0,,,,,,,,,,,,,2010,4,,0.0,1.6666666666666667,0.0,,,,,,,,,,,,
601,2010-04-01,CH,,18.0,,0.0,,,,,0.0,,,,0.0,,,,2010,4,,14.333333333333334,,0.0,,,,,5.333333333333333,,,,2.3333333333333335,,,
600,2010-04-01,CA,,0.0,,,51.0,0.0,,10.0,17.0,14.0,0.0,,,13.0,0.0,0.0,2010,4,,0.0,,,50.333333333333336,0.0,,23.333333333333332,19.333333333333332,5.666666666666667,4.333333333333333,,,3.6666666666666665,0.0,4.0
603,2010-04-01,DE,,0.0,19.0,8.0,0.0,10.0,,0.0,17.0,,0.0,,9.0,,0.0,0.0,2010,4,,0.0,30.333333333333332,3.0,0.0,4.666666666666667,,0.0,9.666666666666666,,0.0,,3.3333333333333335,,6.666666666666667,0.0
608,2010-05-01,CA,,0.0,,,40.0,0.0,,26.0,0.0,0.0,0.0,,,13.0,0.0,0.0,2010,5,,0.0,,,50.5,0.0,,20.0,18.75,7.75,3.25,,,6.0,0.0,3.0
609,2010-05-01,CH,,0.0,,0.0,,,,,15.0,,,,0.0,,,,2010,5,,15.25,,0.0,,,,,4.0,,,,1.75,,,
610,2010-05-01,CN,,0.0,0.0,0.0,,,,,,,,,,,,,2010,5,,0.0,1.75,0.0,,,,,,,,,,,,
611,2010-05-01,DE,,0.0,38.0,14.0,0.0,14.0,,0.0,13.0,,0.0,,3.0,,11.0,25.0,2010,5,,0.0,27.5,4.25,0.0,6.0,,0.0,11.5,,0.0,,4.75,,5.0,0.0
612,2010-05-01,GB,0.0,36.0,0.0,0.0,51.0,0.0,,35.0,21.0,0.0,,,26.0,0.0,0.0,0.0,2010,5,0.0,30.25,0.0,0.0,81.0,0.0,,41.75,21.0,7.25,,,23.5,0.0,2.0,0.0
613,2010-05-01,JP,,0.0,0.0,0.0,,0.0,,0.0,8.0,,,,0.0,,,16.0,2010,5,,0.0,0.0,4.5,,0.0,,0.0,18.0,,,,3.75,,,0.0
614,2010-05-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,11.0,0.0,8.0,0.0,2010,5,,13.0,,3.75,,5.5,,0.0,,15.25,,,3.0,0.0,0.0,0.0
615,2010-05-01,US,0.0,43.0,0.0,25.0,25.0,29.0,0.0,46.0,57.0,13.0,17.0,36.0,38.0,24.0,0.0,0.0,2010,5,11.0,48.5,0.0,28.25,28.0,36.25,0.0,49.5,52.0,15.25,32.25,0.0,46.0,21.5,0.0,0.0
623,2010-06-01,US,10.0,37.0,0.0,23.0,23.0,26.0,0.0,58.0,58.0,13.0,12.0,0.0,33.0,22.0,0.0,0.0,2010,6,8.8,47.4,0.0,27.6,27.4,34.8,0.0,48.8,53.0,14.8,29.2,7.2,44.4,22.0,0.0,0.0
622,2010-06-01,KR,,29.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2010,6,,10.4,,3.0,,4.4,,0.0,,12.2,,,4.6,0.0,1.6,0.0
621,2010-06-01,JP,,0.0,0.0,8.0,,0.0,,0.0,13.0,,,,12.0,,,0.0,2010,6,,0.0,0.0,3.6,,0.0,,0.0,16.0,,,,3.0,,,3.2
620,2010-06-01,GB,0.0,25.0,0.0,0.0,49.0,0.0,,33.0,23.0,0.0,,,21.0,0.0,12.0,0.0,2010,6,0.0,31.4,0.0,0.0,75.0,0.0,,40.4,21.0,5.8,,,24.0,0.0,1.6,0.0
619,2010-06-01,DE,,0.0,21.0,20.0,0.0,12.0,,0.0,10.0,,0.0,,0.0,,0.0,0.0,2010,6,,0.0,29.6,6.2,0.0,7.6,,0.0,11.8,,0.0,,4.4,,6.2,5.0
617,2010-06-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2010,6,,12.2,,0.0,,,,,6.2,,,,1.4,,,
616,2010-06-01,CA,,0.0,,,43.0,0.0,,23.0,0.0,0.0,0.0,,,0.0,0.0,0.0,2010,6,,0.0,,,48.4,0.0,,21.2,15.0,6.2,2.6,,,7.4,0.0,2.4
618,2010-06-01,CN,,0.0,2.0,0.0,,,,,,,,,,,,,2010,6,,0.0,1.4,0.0,,,,,,,,,,,,
624,2010-07-01,CA,,0.0,,,36.0,0.0,,16.0,20.0,0.0,26.0,,,4.0,0.0,0.0,2010,7,,0.0,,,47.5,0.0,,21.5,12.5,5.166666666666667,2.1666666666666665,,,6.166666666666667,0.0,2.0
625,2010-07-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2010,7,,10.166666666666666,,0.0,,,,,5.166666666666667,,,,1.1666666666666667,,,
626,2010-07-01,CN,,0.0,5.0,0.0,,,,,,,,,,,,,2010,7,,0.0,1.5,0.0,,,,,,,,,,,,
627,2010-07-01,DE,,0.0,30.0,0.0,0.0,17.0,,0.0,10.0,,0.0,,14.0,,0.0,14.0,2010,7,,0.0,28.166666666666668,8.5,0.0,8.333333333333334,,0.0,11.5,,0.0,,3.6666666666666665,,5.166666666666667,4.166666666666667
628,2010-07-01,GB,0.0,23.0,0.0,0.0,45.0,0.0,,41.0,23.0,9.0,,,24.0,0.0,14.0,0.0,2010,7,0.0,30.333333333333332,0.0,0.0,70.66666666666667,0.0,,39.166666666666664,21.333333333333332,4.833333333333333,,,23.5,0.0,3.3333333333333335,0.0
629,2010-07-01,JP,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,9.0,,,0.0,2010,7,,0.0,0.0,4.333333333333333,,0.0,,0.0,15.5,,,,4.5,,,2.6666666666666665
630,2010-07-01,KR,,10.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2010,7,,13.5,,2.5,,3.6666666666666665,,0.0,,10.166666666666666,,,3.8333333333333335,0.0,1.3333333333333333,0.0
631,2010-07-01,US,0.0,35.0,0.0,20.0,22.0,24.0,0.0,54.0,53.0,17.0,19.0,14.0,29.0,15.0,0.0,0.0,2010,7,9.0,45.666666666666664,0.0,26.833333333333332,26.666666666666668,33.333333333333336,0.0,50.333333333333336,53.833333333333336,14.5,26.333333333333332,6.0,42.5,22.0,0.0,0.0
637,2010-08-01,JP,,0.0,76.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,0.0,2010,8,,0.0,0.0,3.7142857142857144,,0.0,,0.0,13.285714285714286,,,,5.142857142857143,,,2.2857142857142856
638,2010-08-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,9.0,0.0,0.0,0.0,2010,8,,13.0,,2.142857142857143,,3.142857142857143,,0.0,,8.714285714285714,,,3.2857142857142856,0.0,1.1428571428571428,0.0
636,2010-08-01,GB,0.0,21.0,66.0,0.0,55.0,47.0,,32.0,0.0,0.0,,,19.0,24.0,0.0,36.0,2010,8,0.0,29.285714285714285,0.0,0.0,67.0,0.0,,39.42857142857143,21.571428571428573,5.428571428571429,,,23.571428571428573,0.0,4.857142857142857,0.0
639,2010-08-01,US,10.0,38.0,80.0,14.0,23.0,23.0,0.0,50.0,51.0,20.0,31.0,0.0,32.0,24.0,0.0,21.0,2010,8,7.714285714285714,44.142857142857146,0.0,25.857142857142858,26.0,32.0,0.0,50.857142857142854,53.714285714285715,14.857142857142858,25.285714285714285,7.142857142857143,40.57142857142857,21.0,0.0,0.0
634,2010-08-01,CN,,3.0,0.0,0.0,,,,,,,,,,,,,2010,8,,0.0,2.0,0.0,,,,,,,,,,,,
632,2010-08-01,CA,,0.0,,,0.0,100.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,2010,8,,0.0,,,45.857142857142854,0.0,,20.714285714285715,13.571428571428571,4.428571428571429,5.571428571428571,,,5.857142857142857,0.0,1.7142857142857142
635,2010-08-01,DE,,0.0,25.0,0.0,0.0,0.0,,100.0,0.0,,41.0,,0.0,,0.0,0.0,2010,8,,0.0,28.428571428571427,7.285714285714286,0.0,9.571428571428571,,0.0,11.285714285714286,,0.0,,5.142857142857143,,4.428571428571429,5.571428571428571
633,2010-08-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2010,8,,8.714285714285714,,0.0,,,,,4.428571428571429,,,,1.0,,,
640,2010-09-01,CA,,0.0,,,0.0,67.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,2010,9,,0.0,,,40.125,12.5,,18.125,11.875,3.875,4.875,,,5.125,0.0,1.5
641,2010-09-01,CH,,0.0,,0.0,,,,,50.0,,,,6.0,,,,2010,9,,7.625,,0.0,,,,,3.875,,,,0.875,,,
642,2010-09-01,CN,,4.0,0.0,0.0,,,,,,,,,,,,,2010,9,,0.375,1.75,0.0,,,,,,,,,,,,
643,2010-09-01,DE,,0.0,33.0,8.0,0.0,0.0,,30.0,0.0,,0.0,,0.0,,0.0,0.0,2010,9,,0.0,28.0,6.375,0.0,8.375,,12.5,9.875,,5.125,,4.5,,3.875,4.875
644,2010-09-01,GB,0.0,30.0,40.0,0.0,49.0,81.0,,46.0,0.0,5.0,,,22.0,57.0,11.0,19.0,2010,9,0.0,28.25,8.25,0.0,65.5,5.875,,38.5,18.875,4.75,,,23.0,3.0,4.25,4.5
645,2010-09-01,JP,,0.0,59.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,0.0,2010,9,,0.0,9.5,3.25,,0.0,,0.0,11.625,,,,4.5,,,2.0
646,2010-09-01,KR,,9.0,,0.0,,11.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2010,9,,11.375,,1.875,,2.75,,0.0,,7.625,,,4.0,0.0,1.0,0.0
647,2010-09-01,US,23.0,40.0,61.0,28.0,21.0,30.0,0.0,47.0,50.0,11.0,18.0,0.0,36.0,40.0,0.0,41.0,2010,9,8.0,43.375,10.0,24.375,25.625,30.875,0.0,50.75,53.375,15.5,26.0,6.25,39.5,21.375,0.0,2.625
653,2010-10-01,JP,,0.0,71.0,0.0,,0.0,,0.0,0.0,,,,7.0,,,8.0,2010,10,,0.0,15.0,2.888888888888889,,0.0,,0.0,10.333333333333334,,,,4.0,,,1.7777777777777777
655,2010-10-01,US,0.0,44.0,58.0,17.0,18.0,35.0,0.0,41.0,39.0,9.0,28.0,0.0,35.0,22.0,0.0,25.0,2010,10,9.666666666666666,43.0,15.666666666666666,24.77777777777778,25.11111111111111,30.77777777777778,0.0,50.333333333333336,53.0,15.0,25.11111111111111,5.555555555555555,39.111111111111114,23.444444444444443,0.0,6.888888888888889
654,2010-10-01,KR,,8.0,,0.0,,7.0,,92.0,,0.0,,,4.0,0.0,0.0,0.0,2010,10,,11.11111111111111,,1.6666666666666667,,3.6666666666666665,,0.0,,6.777777777777778,,,3.5555555555555554,0.0,0.8888888888888888,0.0
652,2010-10-01,GB,0.0,27.0,67.0,0.0,52.0,85.0,,43.0,0.0,0.0,,,27.0,54.0,9.0,14.0,2010,10,0.0,28.444444444444443,11.777777777777779,0.0,63.666666666666664,14.222222222222221,,39.333333333333336,16.77777777777778,4.777777777777778,,,22.88888888888889,9.0,5.0,6.111111111111111
651,2010-10-01,DE,,0.0,27.0,15.0,0.0,0.0,,70.0,0.0,,0.0,,0.0,,0.0,0.0,2010,10,,0.0,28.555555555555557,6.555555555555555,0.0,7.444444444444445,,14.444444444444445,8.777777777777779,,4.555555555555555,,4.0,,3.4444444444444446,4.333333333333333
650,2010-10-01,CN,,3.0,0.0,0.0,,,,,,,,,,,,,2010,10,,0.7777777777777778,1.5555555555555556,0.0,,,,,,,,,,,,
649,2010-10-01,CH,,0.0,,0.0,,,,,0.0,,,,9.0,,,,2010,10,,6.777777777777778,,0.0,,,,,9.0,,,,1.4444444444444444,,,
648,2010-10-01,CA,,0.0,,,0.0,92.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,2010,10,,0.0,,,35.666666666666664,18.555555555555557,,16.11111111111111,10.555555555555555,3.4444444444444446,4.333333333333333,,,4.555555555555555,0.0,1.3333333333333333
656,2010-11-01,CA,,0.0,,,0.0,89.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,2010,11,,0.0,,,32.1,25.9,,14.5,9.5,3.1,3.9,,,4.1,0.0,1.2
657,2010-11-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2010,11,,6.1,,0.0,,,,,8.1,,,,2.2,,,
658,2010-11-01,CN,,4.0,0.0,0.0,,,,,,,,,,,,,2010,11,,1.0,1.4,0.0,,,,,,,,,,,,
659,2010-11-01,DE,,0.0,36.0,0.0,0.0,0.0,,41.0,0.0,,0.0,,0.0,,0.0,0.0,2010,11,,0.0,28.4,7.4,0.0,6.7,,20.0,7.9,,4.1,,3.6,,3.1,3.9
660,2010-11-01,GB,83.0,26.0,62.0,0.0,54.0,78.0,,37.0,0.0,11.0,,,19.0,32.0,22.0,0.0,2010,11,0.0,28.3,17.3,0.0,62.5,21.3,,39.7,15.1,4.3,,,23.3,13.5,5.4,6.9
661,2010-11-01,JP,,0.0,0.0,0.0,,0.0,,65.0,0.0,,,,12.0,,,0.0,2010,11,,0.0,20.6,2.6,,0.0,,0.0,9.3,,,,4.3,,,2.4
662,2010-11-01,KR,,0.0,,3.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2010,11,,10.8,,1.5,,4.0,,9.2,,6.1,,,3.6,0.0,0.8,0.0
663,2010-11-01,US,7.0,38.0,69.0,25.0,14.0,32.0,0.0,37.0,36.0,5.0,20.0,0.0,31.0,36.0,0.0,21.0,2010,11,8.7,43.1,19.9,24.0,24.4,31.2,0.0,49.4,51.6,14.4,25.4,5.0,38.7,23.3,0.0,8.7
670,2010-12-01,KR,,8.0,,0.0,,11.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2010,12,,9.818181818181818,,1.6363636363636365,,3.6363636363636362,,8.363636363636363,,5.545454545454546,,,3.272727272727273,0.0,0.7272727272727273,0.0
669,2010-12-01,JP,,0.0,100.0,0.0,,0.0,,100.0,0.0,,,,0.0,,,0.0,2010,12,,0.0,18.727272727272727,2.3636363636363638,,0.0,,5.909090909090909,8.454545454545455,,,,5.0,,,2.1818181818181817
668,2010-12-01,GB,0.0,22.0,85.0,0.0,40.0,45.0,,28.0,0.0,9.0,,,15.0,0.0,8.0,34.0,2010,12,7.545454545454546,28.09090909090909,21.363636363636363,0.0,61.72727272727273,26.454545454545453,,39.45454545454545,13.727272727272727,4.909090909090909,,,22.90909090909091,15.181818181818182,6.909090909090909,6.2727272727272725
