date,US_Expense,US_Business,US_Cost,US_Tax,US_Investment,US_Credit,US_Technology,US_Economy,US_Innovation,US_Income,US_Salary,US_Manufacturing,US_Loan,US_Investor,US_Business_loan,US_Investment_fund,US_Investment_banking,US_Tax_credit,US_Research_&_Experimentation_Tax_Credit,US_Stock,US_Small_Business_Innovation_Research,US_Income_statement,US_Budget,US_Education,US_Medicine,US_Scholarship,US_Collaboration,US_Data,US_Health,US_Disease,US_Job,US_Career,US_Laboratory,US_Wage,US_Tax_deduction,US_Tax_report,US_Research_and_Development_Tax_Credit,US_Tax_incentive,US_Innovation_management,US_Entrepreneurship,US_Patent,US_Trademark,US_Patent_application,US_Law,US_Patent_office,US_Invention,US_Law_firm,US_Trademark_attorney,US_Patent_infringement,US_Capitalization,US_Energy,US_Business_model,US_Subsidy,US_Sustainability,US_Semiconductor,US_Investment_management,US_Employment,CN_Expense,CN_Business,CN_Cost,CN_Tax,CN_Investment,CN_Credit,CN_Technology,CN_Economy,CN_Innovation,CN_Income,CN_Salary,CN_Manufacturing,CN_Loan,CN_Investor,CN_Business_loan,CN_Investment_fund,CN_Investment_banking,CN_Tax_credit,CN_Stock,CN_Small_Business_Innovation_Research,CN_Income_statement,CN_Budget,CN_Education,CN_Medicine,CN_Scholarship,CN_Collaboration,CN_Data,CN_Health,CN_Disease,CN_Job,CN_Career,CN_Laboratory,CN_Wage,CN_Tax_deduction,CN_Tax_report,CN_Tax_incentive,CN_Innovation_management,CN_Entrepreneurship,CN_Patent,CN_Trademark,CN_Patent_application,CN_Law,CN_Patent_office,CN_Invention,CN_Law_firm,CN_Patent_infringement,CN_Capitalization,CN_Energy,CN_Business_model,CN_Subsidy,CN_Sustainability,CN_Semiconductor,CN_Investment_management,CN_Employment,JP_Expense,JP_Business,JP_Cost,JP_Tax,JP_Investment,JP_Credit,JP_Technology,JP_Economy,JP_Innovation,JP_Income,JP_Salary,JP_Manufacturing,JP_Loan,JP_Investor,JP_Business_loan,JP_Investment_fund,JP_Investment_banking,JP_Tax_credit,JP_Stock,JP_Small_Business_Innovation_Research,JP_Income_statement,JP_Budget,JP_Education,JP_Medicine,JP_Scholarship,JP_Collaboration,JP_Data,JP_Health,JP_Disease,JP_Job,JP_Career,JP_Laboratory,JP_Wage,JP_Tax_deduction,JP_Tax_report,JP_Tax_incentive,JP_Innovation_management,JP_Entrepreneurship,JP_Patent,JP_Trademark,JP_Patent_application,JP_Law,JP_Patent_office,JP_Invention,JP_Law_firm,JP_Trademark_attorney,JP_Patent_infringement,JP_Capitalization,JP_Energy,JP_Business_model,JP_Subsidy,JP_Sustainability,JP_Semiconductor,JP_Investment_management,JP_Employment,DE_Expense,DE_Business,DE_Cost,DE_Tax,DE_Investment,DE_Credit,DE_Technology,DE_Economy,DE_Innovation,DE_Income,DE_Salary,DE_Manufacturing,DE_Loan,DE_Investor,DE_Business_loan,DE_Investment_fund,DE_Investment_banking,DE_Tax_credit,DE_Research_&_Experimentation_Tax_Credit,DE_Stock,DE_Small_Business_Innovation_Research,DE_Income_statement,DE_Budget,DE_Medicine,DE_Scholarship,DE_Collaboration,DE_Data,DE_Health,DE_Disease,DE_Job,DE_Career,DE_Laboratory,DE_Wage,DE_Tax_deduction,DE_Tax_report,DE_Research_and_Development_Tax_Credit,DE_Tax_incentive,DE_Innovation_management,DE_Entrepreneurship,DE_Patent,DE_Trademark,DE_Patent_application,DE_Law,DE_Patent_office,DE_Invention,DE_Law_firm,DE_Trademark_attorney,DE_Patent_infringement,DE_Capitalization,DE_Energy,DE_Business_model,DE_Subsidy,DE_Sustainability,DE_Semiconductor,DE_Investment_management,DE_Employment,KR_Expense,KR_Business,KR_Cost,KR_Tax,KR_Investment,KR_Credit,KR_Technology,KR_Economy,KR_Innovation,KR_Income,KR_Salary,KR_Manufacturing,KR_Loan,KR_Investor,KR_Business_loan,KR_Investment_fund,KR_Investment_banking,KR_Tax_credit,KR_Research_&_Experimentation_Tax_Credit,KR_Stock,KR_Small_Business_Innovation_Research,KR_Income_statement,KR_Budget,KR_Education,KR_Medicine,KR_Scholarship,KR_Collaboration,KR_Data,KR_Health,KR_Disease,KR_Job,KR_Career,KR_Laboratory,KR_Wage,KR_Tax_deduction,KR_Tax_report,KR_Research_and_Development_Tax_Credit,KR_Tax_incentive,KR_Innovation_management,KR_Entrepreneurship,KR_Patent,KR_Trademark,KR_Patent_application,KR_Law,KR_Patent_office,KR_Invention,KR_Law_firm,KR_Trademark_attorney,KR_Patent_infringement,KR_Capitalization,KR_Energy,KR_Business_model,KR_Subsidy,KR_Sustainability,KR_Semiconductor,KR_Investment_management,KR_Employment,CA_Expense,CA_Business,CA_Cost,CA_Tax,CA_Investment,CA_Credit,CA_Technology,CA_Economy,CA_Innovation,CA_Income,CA_Salary,CA_Manufacturing,CA_Loan,CA_Investor,CA_Business_loan,CA_Investment_fund,CA_Investment_banking,CA_Tax_credit,CA_Research_&_Experimentation_Tax_Credit,CA_Stock,CA_Small_Business_Innovation_Research,CA_Income_statement,CA_Budget,CA_Education,CA_Medicine,CA_Scholarship,CA_Collaboration,CA_Data,CA_Health,CA_Disease,CA_Job,CA_Career,CA_Laboratory,CA_Wage,CA_Tax_deduction,CA_Tax_report,CA_Research_and_Development_Tax_Credit,CA_Tax_incentive,CA_Innovation_management,CA_Entrepreneurship,CA_Patent,CA_Trademark,CA_Patent_application,CA_Law,CA_Patent_office,CA_Invention,CA_Law_firm,CA_Trademark_attorney,CA_Patent_infringement,CA_Capitalization,CA_Energy,CA_Business_model,CA_Subsidy,CA_Sustainability,CA_Semiconductor,CA_Investment_management,CA_Employment,CH_Expense,CH_Business,CH_Cost,CH_Tax,CH_Investment,CH_Credit,CH_Technology,CH_Economy,CH_Innovation,CH_Income,CH_Salary,CH_Manufacturing,CH_Loan,CH_Investor,CH_Business_loan,CH_Investment_fund,CH_Investment_banking,CH_Tax_credit,CH_Stock,CH_Income_statement,CH_Budget,CH_Education,CH_Medicine,CH_Scholarship,CH_Collaboration,CH_Data,CH_Health,CH_Disease,CH_Job,CH_Career,CH_Laboratory,CH_Wage,CH_Tax_deduction,CH_Tax_report,CH_Innovation_management,CH_Entrepreneurship,CH_Patent,CH_Trademark,CH_Patent_application,CH_Law,CH_Patent_office,CH_Invention,CH_Law_firm,CH_Trademark_attorney,CH_Patent_infringement,CH_Capitalization,CH_Energy,CH_Business_model,CH_Subsidy,CH_Sustainability,CH_Semiconductor,CH_Investment_management,CH_Employment,GB_Expense,GB_Business,GB_Cost,GB_Tax,GB_Investment,GB_Credit,GB_Technology,GB_Economy,GB_Innovation,GB_Income,GB_Salary,GB_Manufacturing,GB_Loan,GB_Investor,GB_Business_loan,GB_Investment_fund,GB_Investment_banking,GB_Tax_credit,GB_Research_&_Experimentation_Tax_Credit,GB_Stock,GB_Small_Business_Innovation_Research,GB_Income_statement,GB_Budget,GB_Education,GB_Medicine,GB_Scholarship,GB_Collaboration,GB_Data,GB_Health,GB_Disease,GB_Job,GB_Career,GB_Laboratory,GB_Wage,GB_Tax_deduction,GB_Tax_report,GB_Research_and_Development_Tax_Credit,GB_Tax_incentive,GB_Innovation_management,GB_Entrepreneurship,GB_Patent,GB_Trademark,GB_Patent_application,GB_Patent_office,GB_Trademark_attorney,GB_Patent_infringement,GB_Capitalization,GB_Energy,GB_Business_model,GB_Subsidy,GB_Sustainability,GB_Investment_management,GB_Employment
2015-01-01,53,53,54,65,51,70,35,42,75,56,60,32,23,62,25,38,34,13,33,16,20,50,54,40,55,70,51,71,0,57,84,84,65,82,62,42,4,7,39,25,45,42,34,51,8,34,50,35,22,58,55,58,60,40,11,25,43,20,38,37,49,26,39,21,22,32,39,38,34,20,13,0,9,22,0,14,0,0,47,26,30,31,37,62,33,38,57,72,50,14,0,0,100,0,7,88,26,0,50,0,23,100,0,16,56,0,18,31,34,0,51,61,5,72,43,40,23,24,49,15,22,74,19,63,35,4,3,18,29,6,0,49,74,4,34,52,5,7,5,38,7,43,13,18,0,24,7,5,29,25,29,44,37,10,28,67,2,3,32,50,39,22,7,14,15,31,76,79,70,79,59,77,36,0,57,56,63,0,2,64,0,26,37,19,0,17,0,53,45,0,42,56,75,55,56,89,99,15,68,49,34,11,3,0,44,46,21,27,45,13,0,37,6,0,84,74,63,15,22,24,38,15,56,0,0,0,30,13,19,0,19,28,51,22,6,11,0,0,9,28,0,7,0,7,31,28,23,19,31,34,29,34,30,29,19,66,17,15,0,1,0,10,25,9,9,7,6,17,16,0,3,14,24,14,18,16,15,14,39,35,55,55,32,48,57,38,52,59,54,56,27,18,70,9,49,62,23,0,9,0,59,39,40,52,52,53,59,60,67,93,93,65,63,39,19,0,11,15,28,33,50,9,64,6,27,51,10,19,51,60,51,12,47,7,45,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,64,57,70,55,0,36,51,64,62,49,27,34,64,27,51,33,51,6,28,0,90,28,36,55,42,41,58,91,61,89,76,48,62,51,94,3,4,18,20,27,41,0,0,11,16,55,41,48,23,50,24,0
2015-02-01,67,54,57,71,50,73,34,46,82,62,53,33,20,71,24,35,33,13,43,17,19,65,58,42,56,70,54,68,0,61,73,83,73,75,74,60,0,8,38,22,43,49,37,51,8,36,51,36,27,60,58,69,57,46,12,25,38,14,34,48,61,19,36,18,18,25,30,31,40,18,13,100,9,0,96,12,100,0,69,23,30,44,12,52,32,39,60,67,26,20,100,31,0,0,0,70,11,0,30,0,16,0,0,27,46,36,18,40,0,0,79,65,5,69,50,43,23,23,46,14,22,68,20,72,36,0,3,19,49,6,0,58,76,4,35,43,4,7,5,37,8,45,13,20,0,54,11,7,29,26,33,66,37,5,29,72,8,3,30,45,39,27,5,15,18,33,80,83,66,78,61,66,35,0,57,56,64,0,2,65,0,27,36,26,0,17,0,52,45,0,43,55,75,51,60,82,96,14,62,42,41,6,2,0,41,43,22,25,42,12,0,39,0,0,71,67,59,17,22,21,36,18,49,0,0,0,27,12,18,0,18,25,46,20,6,10,0,0,6,10,0,7,0,10,29,27,23,23,28,32,30,29,30,27,16,54,8,11,0,0,1,10,23,10,6,7,3,21,15,0,4,9,24,9,11,12,14,13,34,46,59,55,50,46,56,35,44,61,69,56,27,17,78,9,52,49,33,0,9,4,59,39,44,50,53,53,61,54,66,92,87,65,57,54,44,4,15,0,34,34,51,13,60,6,24,49,6,17,52,62,55,11,42,9,46,75,0,77,59,68,69,88,47,54,66,69,56,0,45,68,5,45,49,16,13,41,89,65,59,63,49,43,44,0,93,96,30,71,41,34,22,43,51,24,7,69,19,36,59,0,0,67,57,45,36,38,24,32,72,33,68,54,69,56,0,38,49,68,60,47,29,36,79,25,50,34,49,20,29,0,90,28,35,54,42,46,57,88,61,100,78,50,65,49,22,20,4,20,21,28,43,0,0,12,12,49,42,53,24,52,26,0
2015-03-01,61,63,62,57,54,66,34,47,83,59,60,34,24,71,27,36,34,10,41,17,17,51,56,44,56,72,55,73,0,68,78,79,75,74,63,39,0,8,41,25,47,51,40,58,8,32,52,37,35,62,63,65,60,50,13,26,42,22,41,55,58,25,37,22,20,46,43,44,51,27,42,0,10,50,0,17,0,25,77,26,35,51,32,56,25,35,57,64,55,8,28,23,77,0,6,90,29,50,30,32,10,19,0,46,44,16,9,11,24,0,55,57,5,65,49,41,25,23,40,13,22,71,18,67,37,7,3,51,43,5,3,50,71,4,33,42,5,6,5,35,7,40,14,21,0,47,11,7,28,26,31,60,36,11,28,69,7,7,32,38,34,31,4,14,16,35,73,79,63,83,56,70,35,0,54,52,61,0,2,65,0,25,37,23,0,18,4,42,42,0,39,57,71,48,55,94,97,14,57,41,41,0,2,0,37,42,21,26,41,13,0,38,0,5,81,66,57,16,24,21,33,16,55,0,0,0,30,13,21,0,21,27,45,25,6,13,0,0,10,8,0,8,1,10,33,33,27,23,32,38,37,34,31,32,21,56,17,14,0,0,0,16,26,9,8,7,5,30,16,0,3,13,30,16,13,23,19,14,38,62,58,61,68,44,60,37,48,60,83,54,29,18,65,10,47,54,49,0,8,9,60,50,43,51,50,56,62,55,66,94,82,65,61,68,71,0,14,20,32,36,50,20,58,7,24,50,6,14,52,63,50,12,46,10,43,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,65,55,71,59,0,38,53,66,67,51,28,37,72,24,53,32,54,23,29,6,91,68,37,55,46,45,60,84,63,90,73,52,65,54,33,16,7,16,23,29,42,0,0,14,23,52,41,55,26,58,25,0
2015-04-01,61,58,63,60,53,76,36,49,85,58,63,34,26,69,26,35,32,8,43,17,21,62,56,43,62,64,60,81,0,74,81,86,77,88,57,48,0,8,28,26,47,48,37,57,8,31,59,37,33,65,61,67,65,57,13,27,45,27,44,49,54,27,41,22,21,33,31,35,70,31,47,0,9,50,0,23,0,29,69,28,38,22,23,62,33,43,66,79,60,8,0,0,60,67,6,91,41,0,35,0,27,26,0,26,58,37,25,21,26,0,55,52,5,63,41,40,26,24,45,16,18,73,20,60,36,0,3,58,33,6,4,44,69,4,40,66,5,6,5,39,7,38,15,20,0,7,8,11,28,25,31,40,38,8,30,72,2,3,35,42,39,29,6,15,16,37,68,74,58,83,54,65,33,0,54,48,52,0,2,66,0,22,36,23,0,16,0,43,43,0,38,57,73,46,50,81,83,15,54,42,37,0,7,0,43,40,20,21,44,12,0,35,4,0,68,60,59,16,21,19,32,26,49,0,0,0,33,14,21,0,21,27,43,26,7,14,0,0,9,6,0,9,0,13,35,35,28,14,33,40,38,37,29,31,22,52,12,14,1,0,0,14,28,11,9,8,6,29,17,0,4,14,37,22,17,21,21,18,37,73,56,61,68,46,64,37,53,60,80,56,32,19,72,12,43,54,56,0,9,5,60,78,43,54,52,50,59,55,77,90,84,60,63,73,70,0,17,13,33,35,50,13,62,6,23,48,9,7,52,69,48,12,48,10,51,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,61,55,78,51,0,33,45,67,60,49,24,34,67,20,47,29,62,22,28,0,86,25,30,51,35,47,56,83,63,79,67,48,65,48,44,11,5,14,20,27,38,0,0,11,16,48,36,51,24,52,23,0
2015-05-01,43,53,62,31,45,74,33,44,72,37,62,32,25,66,25,32,30,4,30,16,19,47,54,43,52,50,55,69,0,68,87,83,67,86,19,11,0,7,30,21,45,47,37,52,7,33,50,35,24,55,57,58,61,44,12,24,42,19,50,48,52,24,42,23,25,27,48,39,61,30,30,0,12,39,0,22,0,47,57,25,50,27,23,59,38,38,58,72,50,13,0,57,0,32,5,75,30,0,38,0,23,16,0,27,50,100,25,11,28,0,90,49,5,65,47,38,25,25,42,14,20,62,18,59,37,8,3,33,27,6,4,44,56,4,36,47,5,6,5,41,7,33,13,18,0,6,7,3,31,22,29,39,34,9,32,68,0,4,36,44,35,23,6,14,15,30,68,70,57,72,48,62,35,0,51,53,57,0,2,62,0,18,41,26,0,15,3,39,43,0,38,48,70,45,50,75,83,13,54,39,43,0,3,0,38,36,17,22,37,9,0,34,0,12,68,60,52,20,23,18,31,24,51,0,0,0,33,14,20,0,22,27,45,25,7,12,0,0,10,12,0,8,0,12,35,32,26,14,31,39,34,38,30,27,22,54,5,12,2,0,0,11,25,9,7,7,5,25,15,0,2,8,30,24,16,23,18,14,38,34,54,60,33,41,60,35,43,54,47,56,32,17,55,11,39,53,24,4,8,6,50,39,44,50,48,51,57,53,72,96,79,62,70,38,26,0,6,16,30,33,51,11,59,5,22,48,7,10,50,59,46,13,44,7,52,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,60,52,67,52,0,36,47,63,57,47,23,35,56,22,45,27,72,10,24,2,81,29,32,54,34,42,54,80,65,82,63,42,60,42,32,10,7,16,19,25,41,0,0,9,10,48,32,53,27,49,22,0
2015-06-01,39,55,59,32,46,81,32,30,73,38,63,33,27,64,27,32,34,5,27,16,19,45,57,36,56,42,50,73,0,66,86,81,64,90,21,11,5,7,32,17,45,47,44,51,8,21,55,41,25,50,41,55,67,37,11,26,42,23,50,46,52,24,42,24,16,19,43,39,67,24,23,47,10,47,0,25,0,0,73,28,36,57,41,62,39,37,71,85,53,24,0,0,0,0,10,73,41,77,35,49,12,18,0,83,47,76,9,15,18,0,52,52,6,69,46,48,26,23,45,16,22,67,20,57,38,2,3,32,23,6,1,43,59,4,36,48,5,7,5,43,7,44,13,20,0,6,7,4,33,26,32,41,39,7,32,69,0,6,32,48,39,26,7,16,13,35,76,75,63,66,58,65,34,0,58,50,57,0,2,67,0,20,40,27,5,16,0,46,45,0,46,58,74,49,58,81,88,15,59,39,20,0,3,0,47,42,21,29,39,14,0,38,3,9,78,64,66,27,26,21,34,18,45,0,0,0,32,14,20,0,19,26,48,24,6,14,0,0,8,7,0,8,0,8,34,31,27,19,31,42,31,53,30,29,21,58,5,7,0,0,0,16,24,10,9,7,4,24,16,0,3,11,30,23,15,21,20,16,35,29,55,64,33,41,53,32,39,59,45,52,25,19,52,9,38,59,24,4,8,6,45,34,38,50,48,49,62,51,69,81,78,56,64,35,17,0,17,7,28,32,48,10,59,6,17,50,13,19,50,54,39,13,40,6,44,62,0,74,55,43,63,82,40,52,70,61,48,0,37,52,0,36,40,39,12,51,95,54,52,67,46,40,38,0,95,77,28,62,27,28,21,33,48,20,4,68,13,29,69,0,12,57,56,46,24,33,21,40,68,28,63,54,71,50,0,34,39,67,50,48,25,33,56,25,46,30,80,16,26,0,72,26,34,52,33,42,58,82,62,88,74,47,62,44,32,23,4,18,17,25,41,0,0,14,15,48,33,45,27,43,24,0
2015-07-01,37,55,57,32,44,76,27,28,69,39,63,32,28,67,28,32,34,5,36,18,15,36,55,33,55,38,49,74,0,60,80,83,56,85,21,10,0,6,28,16,43,44,37,53,8,16,56,30,26,44,37,57,62,32,10,25,39,12,44,59,34,22,36,23,18,40,50,45,61,28,36,0,12,0,100,26,0,77,36,22,50,12,42,59,34,23,42,56,39,4,24,0,0,0,7,76,64,66,30,0,12,15,0,49,57,0,12,22,28,0,92,50,5,66,38,37,24,22,44,16,19,56,18,51,39,0,3,25,21,6,4,43,55,4,31,32,5,7,5,43,6,35,13,22,0,4,8,4,26,26,30,33,36,6,34,60,0,2,24,48,39,22,7,16,17,30,69,75,67,69,53,72,32,0,55,52,55,0,2,69,0,21,37,24,0,18,0,50,47,0,43,59,81,43,53,87,89,15,60,40,19,0,2,0,42,42,20,14,44,12,0,40,4,6,70,57,56,15,20,20,35,13,47,0,0,0,31,13,17,0,20,25,48,21,6,10,0,0,6,5,0,8,1,8,35,27,23,14,29,37,28,31,28,27,19,59,9,6,0,0,0,10,24,9,6,7,7,19,16,0,3,12,23,17,13,17,18,14,35,28,57,61,36,44,63,30,39,55,45,55,27,23,68,10,40,63,45,0,10,6,41,40,32,50,45,42,64,53,68,97,76,55,67,35,15,0,11,17,24,32,46,12,59,5,14,59,12,11,43,47,44,12,31,6,44,66,0,72,63,43,66,91,40,44,65,60,48,0,42,61,11,39,37,33,14,40,100,51,53,58,40,45,37,0,84,82,29,70,20,21,18,29,61,24,7,60,19,27,78,0,14,52,56,54,31,31,20,31,64,31,60,55,80,51,0,30,38,58,57,53,24,40,65,26,43,31,100,26,30,5,64,88,26,52,35,39,53,73,55,89,66,44,77,46,31,16,7,9,18,23,39,0,0,12,12,43,30,46,28,33,25,0
2015-08-01,37,57,60,35,47,78,34,32,69,39,70,32,28,67,28,34,34,4,44,24,20,41,52,37,58,43,52,74,0,63,83,88,67,86,23,9,6,7,28,22,42,46,40,52,7,22,56,32,25,48,37,54,70,41,10,25,39,12,39,36,40,26,36,21,22,24,42,32,61,27,33,0,0,31,0,15,0,0,46,17,38,21,22,68,34,31,39,36,43,15,0,0,0,0,8,77,20,0,33,0,42,27,0,57,54,27,0,33,42,0,36,39,5,55,36,34,23,16,37,12,19,58,16,51,35,0,2,21,16,6,2,36,48,3,29,28,4,6,4,43,6,34,11,20,0,4,4,3,24,20,26,29,31,6,36,56,5,4,21,36,30,17,5,11,15,25,58,74,60,58,45,60,30,0,45,43,52,0,2,61,0,18,31,13,0,15,0,27,38,0,38,47,74,43,50,79,79,12,51,33,19,0,0,0,32,35,16,19,34,11,0,34,0,10,60,50,44,12,16,13,27,13,51,0,0,0,27,11,16,0,16,24,43,20,7,10,0,0,7,7,0,8,1,8,28,25,22,14,27,36,27,30,26,26,18,60,5,5,0,2,0,13,21,8,8,6,6,19,13,1,3,11,23,15,10,16,15,15,31,25,53,56,29,39,56,27,35,46,38,54,23,21,75,10,41,60,19,2,10,5,28,36,32,47,49,36,60,47,52,88,73,46,62,29,11,0,6,5,23,30,44,13,51,7,12,49,7,11,37,38,34,13,28,7,39,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,53,56,65,47,0,26,33,53,46,47,22,38,59,24,43,33,52,15,28,0,53,25,20,50,35,33,49,70,52,90,72,40,60,42,21,10,4,11,16,22,37,0,0,15,5,38,28,37,23,25,23,0
2015-09-01,46,54,55,31,46,71,37,50,100,41,68,34,23,61,24,31,40,4,26,18,18,72,56,42,58,47,63,79,0,67,78,95,86,78,25,9,0,7,30,32,47,45,37,61,7,30,52,39,26,69,56,65,64,51,12,24,39,19,39,53,37,23,32,23,21,39,47,31,50,25,23,0,6,63,0,12,0,0,52,24,54,48,52,74,36,30,41,60,64,10,0,0,0,0,8,83,33,0,37,0,22,0,0,72,63,58,42,42,15,0,19,42,5,60,31,30,22,19,37,15,17,59,17,57,34,3,2,17,18,5,3,37,51,3,29,34,4,6,5,41,6,35,12,27,0,4,7,7,25,21,28,32,32,8,28,55,0,4,27,33,31,22,5,12,14,30,72,80,65,63,50,66,33,0,51,49,58,0,2,64,0,18,33,16,0,17,0,42,44,0,41,57,73,43,50,90,95,14,60,36,23,0,2,0,39,39,18,18,40,10,0,40,0,4,82,55,49,15,20,18,36,15,44,0,0,0,29,12,20,0,23,26,44,24,6,14,0,0,9,6,0,9,0,10,34,29,26,12,32,35,31,34,29,30,21,59,7,6,0,0,0,16,25,11,10,7,7,22,15,0,7,14,29,19,12,23,18,22,31,31,61,59,27,40,59,35,48,62,42,58,27,20,62,9,41,63,17,3,10,3,66,39,48,59,58,54,66,51,64,93,85,73,72,31,11,0,9,10,34,33,47,20,67,6,17,52,6,13,53,56,53,14,45,7,47,66,0,87,54,41,65,80,45,55,69,58,50,0,40,59,0,36,31,14,13,48,96,60,60,76,41,45,39,0,93,83,30,72,17,25,26,42,51,23,2,78,15,34,74,0,13,62,86,53,31,39,19,34,62,31,68,58,68,51,0,36,48,65,54,54,24,38,63,25,46,36,58,22,27,5,77,27,36,61,45,41,59,79,62,88,75,57,75,43,24,14,3,18,20,26,42,0,0,15,14,51,37,44,23,41,24,0
2015-10-01,50,58,59,31,48,68,37,51,92,44,66,35,23,69,26,30,41,5,30,18,18,68,57,43,60,54,63,80,0,74,76,87,90,76,29,10,5,7,33,27,45,46,40,55,8,34,54,35,36,74,69,68,66,53,13,27,38,27,44,48,34,25,42,25,26,17,31,30,48,25,53,0,14,0,55,14,0,53,51,24,49,71,58,67,40,35,43,100,49,0,0,34,0,0,19,85,50,0,38,54,24,31,0,100,80,50,9,21,40,0,32,45,5,60,34,31,22,21,39,17,18,62,18,57,33,2,2,16,21,6,3,39,55,4,34,37,5,6,5,42,7,36,13,28,0,7,8,12,26,25,28,34,33,7,34,60,2,4,37,39,38,20,7,14,15,29,67,80,61,61,50,63,34,0,55,48,55,0,1,60,0,19,35,28,0,18,4,42,41,0,41,56,81,46,50,82,91,14,52,40,17,0,0,0,51,43,19,19,41,12,0,37,0,9,83,55,62,15,22,19,37,14,48,0,0,0,33,13,19,0,22,25,46,23,7,13,0,0,4,7,0,9,0,8,33,33,25,9,35,39,31,35,29,28,22,56,10,6,0,1,1,17,26,10,11,7,6,21,15,0,6,13,32,20,16,26,19,19,32,36,59,57,30,40,57,37,52,62,53,56,27,17,65,9,38,60,20,2,10,0,82,40,41,53,43,59,63,59,66,85,76,69,72,32,10,0,12,14,34,32,49,16,62,6,21,47,10,9,65,63,52,14,47,9,47,61,0,86,56,42,68,81,48,56,77,62,56,0,39,71,0,36,45,27,13,41,100,61,58,61,52,41,41,0,94,94,29,62,22,17,14,41,54,25,6,77,9,32,83,0,0,74,67,51,37,42,19,32,69,31,66,56,70,52,0,36,52,72,54,52,25,35,77,23,42,41,78,22,28,0,89,26,34,56,45,49,59,81,64,83,79,52,72,42,24,14,5,15,24,27,40,0,0,15,18,53,41,55,26,50,26,0
2015-11-01,46,54,55,30,46,71,36,47,82,39,62,30,22,62,23,28,36,5,10,17,15,54,57,41,55,53,56,83,0,71,65,78,79,74,26,8,4,7,32,28,42,44,35,53,6,33,49,31,23,66,65,63,64,44,12,23,34,30,49,50,36,26,45,29,23,36,38,28,63,33,26,23,11,72,69,16,0,100,70,33,49,61,39,76,35,37,48,51,77,17,0,0,0,100,8,82,27,0,45,0,31,21,0,75,73,49,15,37,25,0,41,49,5,58,36,35,22,22,40,16,21,69,17,57,32,4,2,18,24,6,2,40,56,4,33,41,5,6,5,42,6,34,13,26,0,15,7,5,26,24,28,36,34,10,35,57,1,4,31,43,35,20,7,14,13,31,72,74,62,67,48,54,34,0,59,52,55,0,2,59,0,19,31,20,0,18,3,47,40,0,38,63,70,43,54,80,86,14,52,43,15,0,3,0,40,41,19,22,40,12,0,38,0,9,86,63,63,17,25,19,32,13,47,0,0,0,30,13,20,0,25,25,45,25,8,13,0,0,8,6,0,9,0,11,40,33,26,14,41,41,35,38,29,28,22,55,11,6,1,2,0,17,26,10,8,7,6,24,15,1,6,7,33,25,14,22,20,18,36,33,57,55,29,41,58,40,49,71,43,56,27,17,62,10,37,56,19,2,10,9,66,38,42,52,51,60,65,58,70,80,75,72,65,31,11,0,17,19,37,35,49,15,60,8,23,48,10,17,72,65,57,11,50,8,43,62,0,68,57,42,63,82,47,55,79,63,57,0,39,62,0,36,32,32,13,65,92,61,67,51,56,41,42,0,89,90,32,66,23,19,22,40,51,32,5,73,16,36,70,0,19,100,65,60,38,44,27,42,73,31,66,51,61,53,43,39,51,71,52,53,25,33,78,23,42,38,50,10,25,0,97,32,36,55,38,47,59,79,56,78,66,57,69,42,19,14,3,16,25,27,38,0,0,11,14,57,41,56,26,58,26,0
